applied current, measured voltage
0.00011899999999999999, -0.0009049
0.00011999999999999999, -0.0009044
0.000121, -0.0009059
0.000122, -0.0009075
0.00012299999999999998, -0.0009087
0.000124, -0.0009102
0.000125, -0.0009114
0.000126, -0.0009118
0.000127, -0.0009118
0.000128, -0.0009117
0.000129, -0.0009127
0.00013, -0.0009121
0.00013099999999999999, -0.0009134
0.00013199999999999998, -0.0009156
0.000133, -0.0009148
0.000134, -0.0009139
0.000135, -0.0009131
0.000136, -0.0009127
0.000137, -0.0009131
0.000138, -0.0009128
0.000139, -0.0009134
0.00014, -0.000913
0.00014099999999999998, -0.0009124
0.00014199999999999998, -0.0009098
0.000143, -0.0009081
0.000144, -0.0009079
0.000145, -0.0009085
0.000146, -0.0009082
0.000147, -0.0009088
0.000148, -0.0009091
0.000149, -0.0009091
0.00015, -0.0009093
0.00015099999999999998, -0.0009024
0.00015199999999999998, -0.0009057
0.000153, -0.0009066
0.000154, -0.0009081
0.000155, -0.0009086
0.000156, -0.0009022
0.000157, -0.0009018
0.000158, -0.0009028
0.000159, -0.0008984
0.00015999999999999999, -0.0009031
0.00016099999999999998, -0.0009032
0.00016199999999999998, -0.0009031
0.000163, -0.0008926
0.000164, -0.0008929
0.000165, -0.0008909
0.000166, -0.0008977
0.000167, -0.000896
0.000168, -0.0008955
0.000169, -0.0008897
0.00016999999999999999, -0.0009037
0.00017099999999999998, -0.000885
0.00017199999999999998, -0.0007796
0.000173, -0.0008905
0.000174, -0.0008772
0.000175, -0.0008721
0.000176, -0.0007707
0.000177, -0.0009077
0.000178, -0.0007809
0.000179, -0.0008132
0.00017999999999999998, -0.0006703
0.00018099999999999998, -0.0008694
0.00018199999999999998, -0.0008724
0.000183, -0.0008827
0.000184, -0.0007504
0.000185, -0.0009045
0.000186, -0.0007797
0.000187, -0.0004975
0.000188, -0.0003901
0.00018899999999999999, -0.0008019
0.00018999999999999998, -0.0002381
0.00019099999999999998, -0.0008637
0.000192, -0.0006977
0.000193, -0.000689
0.000194, -0.0004154
0.000195, -0.0006935
0.000196, 5.77e-05
0.000197, 6.63e-05
0.000198, 0.0003748
0.00019899999999999999, 0.0003698
0.00019999999999999998, 4.97e-05
0.00020099999999999998, 0.0001439
0.000202, -0.0005173
0.000203, -0.00013
0.000204, -0.0005254
0.000205, 9e-07
0.000206, 0.0004152
0.000207, 6.17e-05
0.000208, 0.0002913
0.00020899999999999998, 0.0002927
0.00020999999999999998, 0.0002486
0.00021099999999999998, 0.0002626
0.000212, 0.0003913
0.000213, 0.0003975
0.000214, 0.0004133
0.000215, 0.0004303
0.000216, 0.0004408
0.000217, 0.0004529
0.00021799999999999999, 0.0004622
0.00021899999999999998, 0.0004723
0.00021999999999999998, 0.0004809
0.00022099999999999998, 0.0004856
0.000222, 0.0004918
0.000223, 0.0004989
0.000224, 0.0005044
0.000225, 0.00051
0.000226, 0.0005153
0.000227, 0.0005182
0.00022799999999999999, 0.0005231
0.00022899999999999998, 0.0005272
0.00022999999999999998, 0.0005315
0.00023099999999999998, 0.0005354
0.000232, 0.0005387
0.000233, 0.0005417
0.000234, 0.0005446
0.000235, 0.0005472
0.000236, 0.0005494
0.000237, 0.0005522
0.00023799999999999998, 0.0005545
0.00023899999999999998, 0.0005573
0.00023999999999999998, 0.0005607
0.00024099999999999998, 0.000564
0.000242, 0.000567
0.000243, 0.0005705
0.000244, 0.0005729
0.000245, 0.0005759
0.00024599999999999996, 0.0005778
0.000247, 0.0005809
0.000248, 0.0005836
0.000249, 0.000586
0.00025, 0.0005888
0.000251, 0.0005918
0.000252, 0.0005943
0.00025299999999999997, 0.0005967
0.000254, 0.0005987
0.00025499999999999996, 0.0006003
0.000256, 0.000602
0.000257, 0.0006051
0.000258, 0.0006084
0.000259, 0.0006121
0.00026, 0.0006153
0.000261, 0.0006203
0.00026199999999999997, 0.0006248
0.000263, 0.0006291
0.00026399999999999997, 0.0006338
0.000265, 0.0006378
0.000266, 0.00064
0.000267, 0.000643
0.000268, 0.0006468
0.000269, 0.0006498
0.00027, 0.0006538
0.000271, 0.0006573
0.000272, 0.0006605
0.00027299999999999997, 0.0006638
0.000274, 0.000667
0.00027499999999999996, 0.0006709
0.000276, 0.0006753
0.000277, 0.0006794
0.000278, 0.0006822
0.000279, 0.0006871
0.00028, 0.0006917
0.000281, 0.0006946
0.00028199999999999997, 0.0006992
0.000283, 0.0007038
0.00028399999999999996, 0.0007071
0.000285, 0.0007121
0.000286, 0.0007175
0.000287, 0.0007239
0.000288, 0.0007292
0.000289, 0.0007325
0.00029, 0.0007365
0.00029099999999999997, 0.0007394
0.000292, 0.0007436
0.00029299999999999997, 0.0007488
0.000294, 0.0007516
0.00029499999999999996, 0.0007558
0.000296, 0.0007599
0.000297, 0.0007637
0.000298, 0.0007678
0.000299, 0.0007721
